date,block_number,block_ts,total_utxo_value,utxo_value_under_1d,utxo_value_1d_1w,utxo_value_1w_1m,utxo_value_1m_3m,utxo_value_3m_6m,utxo_value_6m_12m,utxo_value_12m_18m,utxo_value_18m_24m,utxo_value_2y_3y,utxo_value_3y_5y,utxo_value_5y_8y,utxo_value_greater_8y,total_utxo_count,utxo_count_under_1d,utxo_count_1d_1w,utxo_count_1w_1m,utxo_count_1m_3m,utxo_count_3m_6m,utxo_count_6m_12m,utxo_count_12m_18m,utxo_count_18m_24m,utxo_count_2y_3y,utxo_count_3y_5y,utxo_count_5y_8y,utxo_count_greater_8y,total_utxo_count_filter,utxo_count_filter_under_1d,utxo_count_filter_1d_1w,utxo_count_filter_1w_1m,utxo_count_filter_1m_3m,utxo_count_filter_3m_6m,utxo_count_filter_6m_12m,utxo_count_filter_12m_18m,utxo_count_filter_18m_24m,utxo_count_filter_2y_3y,utxo_count_filter_3y_5y,utxo_count_filter_5y_8y,utxo_count_filter_greater_8y
2009-04-26,12351,2009-04-26 23:58:05,61760000000000,635000000000,3870000000000,11725000000000,32550000000000,12980000000000,0,0,0,0,0,0,0,11704,114,662,2282,6132,2514,0,0,0,0,0,0,0,11697,114,662,2282,6132,2514,0,0,0,0,0,0,0
2009-04-27,12455,2009-04-27 23:58:03,62280000000000,520000000000,3340000000000,12365000000000,32480000000000,13575000000000,0,0,0,0,0,0,0,11808,104,656,2297,6118,2633,0,0,0,0,0,0,0,11801,104,656,2297,6118,2633,0,0,0,0,0,0,0
2009-04-28,12572,2009-04-28 23:47:16,62865000000000,585000000000,3245000000000,12305000000000,32455004000000,14274996000000,0,0,0,0,0,0,0,11925,117,636,2317,6073,2782,0,0,0,0,0,0,0,11918,117,636,2317,6073,2782,0,0,0,0,0,0,0
2009-04-29,12700,2009-04-29 23:41:54,63505000000000,740000000000,3185000000000,12315000000000,32425004000000,14839996000000,0,0,0,0,0,0,0,12034,129,624,2319,6067,2895,0,0,0,0,0,0,0,12027,129,624,2319,6067,2895,0,0,0,0,0,0,0
2009-04-30,12831,2009-04-30 23:53:37,64160000000000,655000000000,3570000000000,12135000000000,32350004000000,15449996000000,0,0,0,0,0,0,0,12165,131,682,2283,6052,3017,0,0,0,0,0,0,0,12158,131,682,2283,6052,3017,0,0,0,0,0,0,0
2009-05-01,12952,2009-05-01 23:59:15,64765000000000,605000000000,3670000000000,12160000000000,32285004000000,16044996000000,0,0,0,0,0,0,0,12286,121,702,2288,6039,3136,0,0,0,0,0,0,0,12279,121,702,2288,6039,3136,0,0,0,0,0,0,0
2009-05-02,13078,2009-05-02 23:42:45,65395000000000,700000000000,3685000000000,12160000000000,32100004000000,16749996000000,0,0,0,0,0,0,0,12401,129,705,2288,6021,3258,0,0,0,0,0,0,0,12394,129,705,2288,6021,3258,0,0,0,0,0,0,0
2009-05-03,13184,2009-05-03 23:47:38,65925000000000,535000000000,3755000000000,12110000000000,32055004000000,17469996000000,0,0,0,0,0,0,0,12508,108,721,2280,6016,3383,0,0,0,0,0,0,0,12501,108,721,2280,6016,3383,0,0,0,0,0,0,0
2009-05-04,13312,2009-05-04 23:58:25,66565000000000,790000000000,3625000000000,12115000000000,31695004000000,18339996000000,0,0,0,0,0,0,0,12607,129,696,2281,5987,3514,0,0,0,0,0,0,0,12600,129,696,2281,5987,3514,0,0,0,0,0,0,0
2009-05-05,13447,2009-05-05 23:44:06,67240000000000,725000000000,3810000000000,12195000000000,31580004000000,18929996000000,0,0,0,0,0,0,0,12733,136,704,2297,5964,3632,0,0,0,0,0,0,0,12726,136,704,2297,5964,3632,0,0,0,0,0,0,0
2009-05-06,13582,2009-05-06 23:56:55,67915000000000,675000000000,3835000000000,12400000000000,31390000000000,19615000000000,0,0,0,0,0,0,0,12868,135,719,2319,5935,3760,0,0,0,0,0,0,0,12861,135,719,2319,5935,3760,0,0,0,0,0,0,0
2009-05-07,13704,2009-05-07 23:58:57,68525000000000,610000000000,3895000000000,12560000000000,31275000000000,20185000000000,0,0,0,0,0,0,0,12990,122,731,2351,5912,3874,0,0,0,0,0,0,0,12983,122,731,2351,5912,3874,0,0,0,0,0,0,0
2009-05-08,13811,2009-05-08 22:34:37,69060000000000,535000000000,3940000000000,12615000000000,31200000000000,20770000000000,0,0,0,0,0,0,0,13097,107,740,2362,5897,3991,0,0,0,0,0,0,0,13090,107,740,2362,5897,3991,0,0,0,0,0,0,0
2009-05-09,13889,2009-05-09 23:06:50,69450000000000,390000000000,3810000000000,12720000000000,31125000000000,21405000000000,0,0,0,0,0,0,0,13175,78,725,2372,5882,4118,0,0,0,0,0,0,0,13168,78,725,2372,5882,4118,0,0,0,0,0,0,0
2009-05-10,13974,2009-05-10 23:46:18,69875000000000,425000000000,3690000000000,12605000000000,31095000000000,22060000000000,0,0,0,0,0,0,0,13260,85,700,2362,5874,4239,0,0,0,0,0,0,0,13253,85,700,2362,5874,4239,0,0,0,0,0,0,0
2009-05-11,14094,2009-05-11 23:39:52,70475000000000,610000000000,3350000000000,12800000000000,30935000000000,22780000000000,0,0,0,0,0,0,0,13380,122,661,2371,5872,4354,0,0,0,0,0,0,0,13373,122,661,2371,5872,4354,0,0,0,0,0,0,0
2009-05-12,14224,2009-05-12 23:57:05,71125000000000,650000000000,3235000000000,12945000000000,30965000000000,23330000000000,0,0,0,0,0,0,0,13510,130,647,2391,5878,4464,0,0,0,0,0,0,0,13503,130,647,2391,5878,4464,0,0,0,0,0,0,0
2009-05-13,14335,2009-05-13 23:48:37,71680000000000,565000000000,3200000000000,13070000000000,30945000000000,23900000000000,0,0,0,0,0,0,0,13623,115,640,2416,5874,4578,0,0,0,0,0,0,0,13615,115,640,2416,5874,4578,0,0,0,0,0,0,0
2009-05-14,14474,2009-05-14 23:59:49,72375000000000,710000000000,3140000000000,13085000000000,30880000000000,24560000000000,0,0,0,0,0,0,0,13762,142,630,2419,5876,4695,0,0,0,0,0,0,0,13753,142,630,2419,5876,4695,0,0,0,0,0,0,0
2009-05-15,14610,2009-05-15 23:48:55,73055000000000,725000000000,3315000000000,13015000000000,30865000000000,25135000000000,0,0,0,0,0,0,0,13889,136,665,2405,5873,4810,0,0,0,0,0,0,0,13880,136,665,2405,5873,4810,0,0,0,0,0,0,0
2009-05-16,14729,2009-05-16 23:48:43,73650000000000,595000000000,3665000000000,12765000000000,30945000000000,25680000000000,0,0,0,0,0,0,0,14008,119,726,2354,5890,4919,0,0,0,0,0,0,0,13999,119,726,2354,5890,4919,0,0,0,0,0,0,0
2009-05-17,14856,2009-05-17 23:56:58,74285000000000,635000000000,3845000000000,12550000000000,30975000000000,26280000000000,0,0,0,0,0,0,0,14135,127,762,2318,5896,5032,0,0,0,0,0,0,0,14126,127,762,2318,5896,5032,0,0,0,0,0,0,0
2009-05-18,14974,2009-05-18 23:56:06,74875000000000,590000000000,3870000000000,12000000000000,31645000000000,26770000000000,0,0,0,0,0,0,0,14253,118,767,2321,5917,5130,0,0,0,0,0,0,0,14244,118,767,2321,5917,5130,0,0,0,0,0,0,0
2009-05-19,15060,2009-05-19 23:58:37,75305000000000,430000000000,3810000000000,12065000000000,31715000000000,27285000000000,0,0,0,0,0,0,0,14339,86,755,2333,5932,5233,0,0,0,0,0,0,0,14330,86,755,2333,5932,5233,0,0,0,0,0,0,0
2009-05-20,15180,2009-05-20 23:54:36,75905000000000,600000000000,3680000000000,12065000000000,31775000000000,27785000000000,0,0,0,0,0,0,0,14459,120,727,2335,5944,5333,0,0,0,0,0,0,0,14450,120,727,2335,5944,5333,0,0,0,0,0,0,0
2009-05-21,15262,2009-05-21 23:39:33,76315000000000,410000000000,3575000000000,12420000000000,31610000000000,28300000000000,0,0,0,0,0,0,0,14541,82,706,2406,5911,5436,0,0,0,0,0,0,0,14532,82,706,2406,5911,5436,0,0,0,0,0,0,0
2009-05-22,15323,2009-05-22 13:35:06,76620000000000,305000000000,3260000000000,12600000000000,31435000000000,29020000000000,0,0,0,0,0,0,0,14602,61,652,2433,5911,5545,0,0,0,0,0,0,0,14593,61,652,2433,5911,5545,0,0,0,0,0,0,0
2009-05-23,15355,2009-05-23 23:55:25,76780000000000,160000000000,2970000000000,12640000000000,31470000000000,29540000000000,0,0,0,0,0,0,0,14634,32,594,2441,5924,5643,0,0,0,0,0,0,0,14625,32,594,2441,5924,5643,0,0,0,0,0,0,0
2009-05-24,15455,2009-05-24 23:58:49,77280000000000,500000000000,2495000000000,12650000000000,31620000000000,30015000000000,0,0,0,0,0,0,0,14734,100,499,2456,5941,5738,0,0,0,0,0,0,0,14725,100,499,2456,5941,5738,0,0,0,0,0,0,0
2009-05-25,15564,2009-05-25 23:42:02,77825000000000,545000000000,2405000000000,12725000000000,31640000000000,30510000000000,0,0,0,0,0,0,0,14843,109,481,2471,5945,5837,0,0,0,0,0,0,0,14834,109,481,2471,5945,5837,0,0,0,0,0,0,0
2009-05-26,15689,2009-05-26 23:58:59,78450000000000,625000000000,2520000000000,12600000000000,31685000000000,31020000000000,0,0,0,0,0,0,0,14968,125,504,2446,5960,5933,0,0,0,0,0,0,0,14959,125,504,2446,5960,5933,0,0,0,0,0,0,0
2009-05-27,15808,2009-05-27 23:40:00,79045000000000,595000000000,2545000000000,12500000000000,31790000000000,31615000000000,0,0,0,0,0,0,0,15087,119,509,2445,5984,6030,0,0,0,0,0,0,0,15078,119,509,2445,5984,6030,0,0,0,0,0,0,0
2009-05-28,15903,2009-05-28 23:51:08,79520000000000,475000000000,2730000000000,12295000000000,31870000000000,32150000000000,0,0,0,0,0,0,0,15182,95,546,2404,6007,6130,0,0,0,0,0,0,0,15173,95,546,2404,6007,6130,0,0,0,0,0,0,0
2009-05-29,16009,2009-05-29 23:34:01,80050000000000,830000000000,2810000000000,11825000000000,31935000000000,32650000000000,0,0,0,0,0,0,0,15229,107,562,2310,6020,6230,0,0,0,0,0,0,0,15220,107,562,2310,6020,6230,0,0,0,0,0,0,0
2009-05-30,16118,2009-05-30 23:51:48,80595000000000,545000000000,3485000000000,11315000000000,32120000000000,33130000000000,0,0,0,0,0,0,0,15338,109,638,2219,6046,6326,0,0,0,0,0,0,0,15329,109,638,2219,6046,6326,0,0,0,0,0,0,0
2009-05-31,16214,2009-05-31 19:27:47,81075000000000,480000000000,3555000000000,11280000000000,31985000000000,33775000000000,0,0,0,0,0,0,0,15434,96,652,2211,6043,6432,0,0,0,0,0,0,0,15425,96,652,2211,6043,6432,0,0,0,0,0,0,0
2009-06-01,16285,2009-06-01 19:39:00,81430000000000,360000000000,3510000000000,11050000000000,32255000000000,34255000000000,0,0,0,0,0,0,0,15506,73,643,2194,6068,6528,0,0,0,0,0,0,0,15496,73,643,2194,6068,6528,0,0,0,0,0,0,0
2009-06-02,16396,2009-06-02 23:53:51,81985000000000,555000000000,3265000000000,10950000000000,32470000000000,34745000000000,0,0,0,0,0,0,0,15617,111,595,2183,6102,6626,0,0,0,0,0,0,0,15607,111,595,2183,6102,6626,0,0,0,0,0,0,0
2009-06-03,16467,2009-06-03 17:49:44,82340000000000,355000000000,3245000000000,10870000000000,32590000000000,35280000000000,0,0,0,0,0,0,0,15688,71,591,2167,6126,6733,0,0,0,0,0,0,0,15678,71,591,2167,6126,6733,0,0,0,0,0,0,0
2009-06-04,16533,2009-06-04 23:56:33,82670000000000,330000000000,3125000000000,10735000000000,32645000000000,35835000000000,0,0,0,0,0,0,0,15754,66,567,2140,6137,6844,0,0,0,0,0,0,0,15744,66,567,2140,6137,6844,0,0,0,0,0,0,0
2009-06-05,16563,2009-06-05 06:43:32,82820000000000,150000000000,2625000000000,11035000000000,32560000000000,36450000000000,0,0,0,0,0,0,0,15784,30,526,2141,6134,6953,0,0,0,0,0,0,0,15774,30,526,2141,6134,6953,0,0,0,0,0,0,0
2009-06-06,16591,2009-06-06 23:07:57,82960000000000,140000000000,2230000000000,11205000000000,32390000000000,36995000000000,0,0,0,0,0,0,0,15812,28,447,2175,6100,7062,0,0,0,0,0,0,0,15802,28,447,2175,6100,7062,0,0,0,0,0,0,0
2009-06-07,16607,2009-06-07 23:51:22,83040000000000,80000000000,1890000000000,11270000000000,32210000000000,37590000000000,0,0,0,0,0,0,0,15828,16,379,2188,6064,7181,0,0,0,0,0,0,0,15818,16,379,2188,6064,7181,0,0,0,0,0,0,0
2009-06-08,16689,2009-06-08 23:54:17,83450000000000,410000000000,1610000000000,11020000000000,32000000000000,38410000000000,0,0,0,0,0,0,0,15910,82,322,2139,6069,7298,0,0,0,0,0,0,0,15900,82,322,2139,6069,7298,0,0,0,0,0,0,0
2009-06-09,16780,2009-06-09 23:56:21,83905000000000,455000000000,1465000000000,10925000000000,32120000000000,38940000000000,0,0,0,0,0,0,0,16001,91,293,2120,6093,7404,0,0,0,0,0,0,0,15991,91,293,2120,6093,7404,0,0,0,0,0,0,0
2009-06-10,16862,2009-06-10 23:59:03,84315000000000,410000000000,1565000000000,10720000000000,32070000000000,39550000000000,0,0,0,0,0,0,0,16083,82,313,2077,6097,7514,0,0,0,0,0,0,0,16073,82,313,2077,6097,7514,0,0,0,0,0,0,0
2009-06-11,16951,2009-06-11 23:43:19,84760000000000,445000000000,1645000000000,10350000000000,32200000000000,40120000000000,0,0,0,0,0,0,0,16172,89,329,2003,6123,7628,0,0,0,0,0,0,0,16162,89,329,2003,6123,7628,0,0,0,0,0,0,0
2009-06-12,17037,2009-06-12 23:52:33,85190000000000,430000000000,1940000000000,9815000000000,32275000000000,40730000000000,0,0,0,0,0,0,0,16258,86,388,1905,6140,7739,0,0,0,0,0,0,0,16248,86,388,1905,6140,7739,0,0,0,0,0,0,0
2009-06-13,17115,2009-06-13 23:34:37,85580000000000,390000000000,2230000000000,9385000000000,32650000000000,40925000000000,0,0,0,0,0,0,0,16336,78,446,1819,6215,7778,0,0,0,0,0,0,0,16326,78,446,1819,6215,7778,0,0,0,0,0,0,0
2009-06-14,17187,2009-06-14 23:57:07,85940000000000,360000000000,2540000000000,8850000000000,32675000000000,41515000000000,0,0,0,0,0,0,0,16408,72,508,1712,6229,7887,0,0,0,0,0,0,0,16398,72,508,1712,6229,7887,0,0,0,0,0,0,0
2009-06-15,17271,2009-06-15 23:59:39,86360000000000,420000000000,2490000000000,8685000000000,32625000000000,42140000000000,0,0,0,0,0,0,0,16492,84,498,1679,6219,8012,0,0,0,0,0,0,0,16482,84,498,1679,6219,8012,0,0,0,0,0,0,0
2009-06-16,17342,2009-06-16 23:33:20,86715000000000,355000000000,2455000000000,8730000000000,32540000000000,42635000000000,0,0,0,0,0,0,0,16563,71,491,1688,6202,8111,0,0,0,0,0,0,0,16553,71,491,1688,6202,8111,0,0,0,0,0,0,0
2009-06-17,17421,2009-06-17 23:51:27,87110000000000,395000000000,2400000000000,8590000000000,32555000000000,43170000000000,0,0,0,0,0,0,0,16642,79,480,1660,6205,8218,0,0,0,0,0,0,0,16632,79,480,1660,6205,8218,0,0,0,0,0,0,0
2009-06-18,17501,2009-06-18 23:55:43,87510000000000,400000000000,2350000000000,8645000000000,32250000000000,43865000000000,0,0,0,0,0,0,0,16722,80,470,1671,6171,8330,0,0,0,0,0,0,0,16712,80,470,1671,6171,8330,0,0,0,0,0,0,0
2009-06-19,17588,2009-06-19 23:58:55,87945000000000,435000000000,2320000000000,8785000000000,32065000000000,44340000000000,0,0,0,0,0,0,0,16809,87,464,1699,6134,8425,0,0,0,0,0,0,0,16799,87,464,1699,6134,8425,0,0,0,0,0,0,0
2009-06-20,17666,2009-06-20 23:21:20,88335000000000,390000000000,2365000000000,9020000000000,31575000000000,44980000000000,5000000000,0,0,0,0,0,0,16887,78,473,1746,6053,8536,1,0,0,0,0,0,0,16877,78,473,1746,6053,8536,1,0,0,0,0,0,0
2009-06-21,17747,2009-06-21 23:32:41,88740000000000,405000000000,2395000000000,8905000000000,31505000000000,45525000000000,5000000000,0,0,0,0,0,0,16968,81,479,1723,6039,8645,1,0,0,0,0,0,0,16958,81,479,1723,6039,8645,1,0,0,0,0,0,0
2009-06-22,17823,2009-06-22 23:38:53,89120000000000,680000000000,2345000000000,8535000000000,31505000000000,46050000000000,5000000000,0,0,0,0,0,0,16985,77,469,1649,6039,8750,1,0,0,0,0,0,0,16975,77,469,1649,6039,8750,1,0,0,0,0,0,0
2009-06-23,17899,2009-06-23 23:32:39,89500000000000,380000000000,2670000000000,8290000000000,31430000000000,46725000000000,5000000000,0,0,0,0,0,0,17061,76,475,1600,6055,8854,1,0,0,0,0,0,0,17051,76,475,1600,6055,8854,1,0,0,0,0,0,0
2009-06-24,17994,2009-06-24 23:56:12,89975000000000,489898000000,2655000000000,8105001000000,31460101000000,47260000000000,5000000000,0,0,0,0,0,0,17156,98,472,1563,6061,8961,1,0,0,0,0,0,0,17146,98,472,1563,6061,8961,1,0,0,0,0,0,0
2009-06-25,18062,2009-06-25 23:51:57,90315000000000,440000000000,2679898000000,8005001000000,31390101000000,47795000000000,5000000000,0,0,0,0,0,0,17205,69,477,1543,6047,9068,1,0,0,0,0,0,0,17195,69,477,1543,6047,9068,1,0,0,0,0,0,0
2009-06-26,18152,2009-06-26 23:59:39,90765000000000,450000000000,2709898000000,7610001000000,31665101000000,48260000000000,70000000000,0,0,0,0,0,0,17295,90,464,1523,6043,9161,14,0,0,0,0,0,0,17285,90,464,1523,6043,9161,14,0,0,0,0,0,0
2009-06-27,18236,2009-06-27 23:55:20,91185000000000,420000000000,2789898000000,7475001000000,31650101000000,48475000000000,375000000000,0,0,0,0,0,0,17379,84,480,1496,6040,9204,75,0,0,0,0,0,0,17369,84,480,1496,6040,9204,75,0,0,0,0,0,0
2009-06-28,18282,2009-06-28 23:59:16,91415000000000,235000000000,2799898000000,7430001000000,31425101000000,48685000000000,840000000000,0,0,0,0,0,0,17426,48,482,1487,6010,9231,168,0,0,0,0,0,0,17416,48,482,1487,6010,9231,168,0,0,0,0,0,0
2009-06-29,18365,2009-06-29 23:59:41,91830000000000,420000000000,2359898000000,7775000000000,31240102000000,48721100000000,1313900000000,0,0,0,0,0,0,17510,85,454,1496,5974,9235,266,0,0,0,0,0,0,17500,85,454,1496,5974,9235,266,0,0,0,0,0,0
2009-06-30,18450,2009-06-30 23:50:38,92255000000000,434500000000,2415398000000,7575000000000,31320102000000,48616100000000,1893900000000,0,0,0,0,0,0,17593,86,465,1456,5990,9214,382,0,0,0,0,0,0,17583,86,465,1456,5990,9214,382,0,0,0,0,0,0
2009-07-01,18524,2009-07-01 23:14:46,92625000000000,380000000000,2370000000000,7689898000000,31180102000000,48540000000000,2465000000000,0,0,0,0,0,0,17666,75,455,1479,5962,9199,496,0,0,0,0,0,0,17656,75,455,1479,5962,9199,496,0,0,0,0,0,0
2009-07-02,18607,2009-07-02 23:42:50,93040000000000,420000000000,2305000000000,7799898000000,31055102000000,48367500000000,3092500000000,0,0,0,0,0,0,17750,85,460,1482,5937,9166,620,0,0,0,0,0,0,17740,85,460,1482,5937,9166,620,0,0,0,0,0,0
2009-07-03,18689,2009-07-03 23:29:46,93450000000000,410000000000,2280000000000,8094898000000,30695102000000,48352500000000,3617500000000,0,0,0,0,0,0,17832,82,456,1541,5865,9165,723,0,0,0,0,0,0,17822,82,456,1541,5865,9165,723,0,0,0,0,0,0
2009-07-04,18778,2009-07-04 23:42:44,93895000000000,445000000000,2275000000000,8369898000000,30275102000000,48437500000000,4092500000000,0,0,0,0,0,0,17921,89,455,1596,5781,9182,818,0,0,0,0,0,0,17911,89,455,1596,5781,9182,818,0,0,0,0,0,0
2009-07-05,18857,2009-07-05 23:42:44,94290000000000,395000000000,2492500000000,8517398000000,29730102000000,48557500000000,4597500000000,0,0,0,0,0,0,18000,79,498,1626,5684,9196,917,0,0,0,0,0,0,17990,79,498,1626,5684,9196,917,0,0,0,0,0,0
2009-07-06,18941,2009-07-06 23:22:32,94710000000000,420000000000,2479500000000,8515398000000,29580102000000,48515000000000,5200000000000,0,0,0,0,0,0,18084,84,495,1626,5653,9202,1024,0,0,0,0,0,0,18074,84,495,1626,5653,9202,1024,0,0,0,0,0,0
2009-07-07,19010,2009-07-07 23:56:54,95055000000000,345000000000,2470000000000,8514898000000,29430102000000,48535000000000,5760000000000,0,0,0,0,0,0,18153,69,494,1625,5623,9213,1129,0,0,0,0,0,0,18143,69,494,1625,5623,9213,1129,0,0,0,0,0,0
2009-07-08,19084,2009-07-08 23:57:21,95425000000000,370000000000,2435000000000,8504898000000,29270102000000,48600000000000,6245000000000,0,0,0,0,0,0,18227,74,488,1622,5591,9227,1225,0,0,0,0,0,0,18217,74,488,1622,5591,9227,1225,0,0,0,0,0,0
2009-07-09,19170,2009-07-09 23:54:29,95855000000000,430000000000,2385000000000,8509898000000,29090102000000,48725000000000,6715000000000,0,0,0,0,0,0,18313,86,477,1624,5555,9261,1310,0,0,0,0,0,0,18303,86,477,1624,5555,9261,1310,0,0,0,0,0,0
2009-07-10,19251,2009-07-10 23:33:01,96260000000000,405000000000,2405000000000,8509898000000,28940102000000,48850000000000,7150000000000,0,0,0,0,0,0,18394,81,481,1624,5525,9293,1390,0,0,0,0,0,0,18384,81,481,1624,5525,9293,1390,0,0,0,0,0,0
2009-07-11,19334,2009-07-11 23:59:14,96675000000000,415000000000,2365000000000,8579898000000,28690102000000,48475000000000,8150000000000,0,0,0,0,0,0,18477,83,473,1638,5474,9228,1581,0,0,0,0,0,0,18467,83,473,1638,5474,9228,1581,0,0,0,0,0,0
2009-07-12,19411,2009-07-12 23:31:35,97060000000000,385000000000,2385000000000,8634898000000,28400102000000,48195000000000,9060000000000,0,0,0,0,0,0,18554,77,477,1649,5423,9165,1763,0,0,0,0,0,0,18544,77,477,1649,5423,9165,1763,0,0,0,0,0,0
2009-07-13,19489,2009-07-13 23:48:03,97450000000000,390000000000,2350000000000,8659898000000,27645102000000,48810000000000,9595000000000,0,0,0,0,0,0,18632,78,470,1654,5385,9194,1851,0,0,0,0,0,0,18622,78,470,1654,5385,9194,1851,0,0,0,0,0,0
2009-07-14,19558,2009-07-14 23:59:28,97795000000000,345000000000,2395000000000,8649898000000,27415102000000,48920000000000,10070000000000,0,0,0,0,0,0,18701,69,479,1652,5338,9219,1944,0,0,0,0,0,0,18691,69,479,1652,5338,9219,1944,0,0,0,0,0,0
2009-07-15,19603,2009-07-15 23:52:05,98020000000000,225000000000,2370000000000,8624898000000,27250102000000,48950000000000,10600000000000,0,0,0,0,0,0,18746,45,474,1647,5305,9225,2050,0,0,0,0,0,0,18736,45,474,1647,5305,9225,2050,0,0,0,0,0,0
2009-07-16,19674,2009-07-16 23:54:05,98375000000000,355000000000,2165000000000,8659898000000,27295102000000,48655000000000,11245000000000,0,0,0,0,0,0,18817,71,433,1654,5314,9177,2168,0,0,0,0,0,0,18807,71,433,1654,5314,9177,2168,0,0,0,0,0,0
2009-07-17,19721,2009-07-17 16:39:00,98610000000000,235000000000,2115000000000,8654898000000,27160102000000,48655000000000,11790000000000,0,0,0,0,0,0,18864,47,423,1653,5287,9177,2277,0,0,0,0,0,0,18854,47,423,1653,5287,9177,2277,0,0,0,0,0,0
2009-07-18,19725,2009-07-18 21:01:48,98630000000000,20000000000,1935000000000,8699898000000,26975102000000,48575000000000,12425000000000,0,0,0,0,0,0,18868,4,387,1662,5250,9161,2404,0,0,0,0,0,0,18858,4,387,1662,5250,9161,2404,0,0,0,0,0,0
2009-07-19,19795,2009-07-19 23:57:17,98980000000000,350000000000,1570000000000,8679898000000,26755102000000,48645000000000,12980000000000,0,0,0,0,0,0,18938,70,314,1658,5219,9163,2514,0,0,0,0,0,0,18928,70,314,1658,5219,9163,2514,0,0,0,0,0,0
2009-07-20,19865,2009-07-20 23:55:42,99330000000000,954967000000,1450000000000,7879898000000,26910102000000,48560033000000,13575000000000,0,0,0,0,0,0,18889,72,290,1557,5191,9146,2633,0,0,0,0,0,0,18879,72,290,1557,5191,9146,2633,0,0,0,0,0,0
2009-07-21,19947,2009-07-21 23:59:07,99740000000000,410000000000,2079967000000,7854898000000,26705102000000,48415037000000,14274996000000,0,0,0,0,0,0,18971,82,297,1552,5150,9108,2782,0,0,0,0,0,0,18961,82,297,1552,5150,9108,2782,0,0,0,0,0,0
2009-07-22,20007,2009-07-22 21:14:38,100040000000000,300000000000,2284967000000,7595000000000,26470000000000,48550037000000,14839996000000,0,0,0,0,0,0,19031,60,338,1500,5122,9116,2895,0,0,0,0,0,0,19021,60,338,1500,5122,9116,2895,0,0,0,0,0,0
2009-07-23,20083,2009-07-23 23:58:38,100420000000000,380000000000,2259967000000,7505000000000,26270000000000,48555037000000,15449996000000,0,0,0,0,0,0,19107,76,333,1501,5063,9117,3017,0,0,0,0,0,0,19097,76,333,1501,5063,9117,3017,0,0,0,0,0,0
2009-07-24,20156,2009-07-24 23:26:55,100785000000000,365000000000,2414967000000,7305000000000,26130000000000,48525037000000,16044996000000,0,0,0,0,0,0,19180,73,364,1461,5035,9111,3136,0,0,0,0,0,0,19170,73,364,1461,5035,9111,3136,0,0,0,0,0,0
2009-07-25,20188,2009-07-25 15:00:18,100945000000000,160000000000,2759967000000,6950000000000,25840000000000,48485037000000,16749996000000,0,0,0,0,0,0,19212,32,433,1390,4988,9111,3258,0,0,0,0,0,0,19202,32,433,1390,4988,9111,3258,0,0,0,0,0,0
2009-07-26,20209,2009-07-26 23:56:23,101050000000000,105000000000,2569967000000,7082500000000,25547500000000,48275037000000,17469996000000,0,0,0,0,0,0,19233,21,395,1416,4929,9089,3383,0,0,0,0,0,0,19223,21,395,1416,4929,9089,3383,0,0,0,0,0,0
2009-07-27,20283,2009-07-27 23:58:06,101420000000000,370000000000,1720000000000,7669467000000,25160500000000,48160037000000,18339996000000,0,0,0,0,0,0,19307,74,344,1414,4881,9080,3514,0,0,0,0,0,0,19297,74,344,1414,4881,9080,3514,0,0,0,0,0,0
2009-07-28,20324,2009-07-28 23:22:47,101625000000000,205000000000,1680000000000,7699967000000,24835000000000,48275037000000,18929996000000,0,0,0,0,0,0,19348,41,336,1421,4824,9094,3632,0,0,0,0,0,0,19338,41,336,1421,4824,9094,3632,0,0,0,0,0,0
2009-07-29,20343,2009-07-29 21:20:39,101720000000000,105000000000,1575000000000,7629967000000,24550000000000,48245033000000,19615000000000,0,0,0,0,0,0,19366,20,315,1408,4766,9097,3760,0,0,0,0,0,0,19356,20,315,1408,4766,9097,3760,0,0,0,0,0,0
2009-07-30,20358,2009-07-30 23:54:56,101795000000000,80000000000,1295000000000,7609967000000,24340000000000,48285033000000,20185000000000,0,0,0,0,0,0,19382,17,258,1403,4725,9105,3874,0,0,0,0,0,0,19372,17,258,1403,4725,9105,3874,0,0,0,0,0,0
2009-07-31,20375,2009-07-31 23:33:03,101880000000000,85000000000,1015000000000,7604967000000,24175000000000,48230033000000,20770000000000,0,0,0,0,0,0,19399,17,203,1402,4692,9094,3991,0,0,0,0,0,0,19389,17,203,1402,4692,9094,3991,0,0,0,0,0,0
2009-08-01,20403,2009-08-01 23:00:44,102020000000000,140000000000,940000000000,7354967000000,24210000000000,47970033000000,21405000000000,0,0,0,0,0,0,19427,28,188,1352,4699,9042,4118,0,0,0,0,0,0,19417,28,188,1352,4699,9042,4118,0,0,0,0,0,0
2009-08-02,20426,2009-08-02 23:38:15,102135000000000,115000000000,985000000000,7084967000000,24160000000000,47730033000000,22060000000000,0,0,0,0,0,0,19450,23,197,1298,4689,9004,4239,0,0,0,0,0,0,19440,23,197,1298,4689,9004,4239,0,0,0,0,0,0
