date,block_number,block_ts,total_utxo_value,utxo_value_under_1d,utxo_value_1d_1w,utxo_value_1w_1m,utxo_value_1m_3m,utxo_value_3m_6m,utxo_value_6m_12m,utxo_value_12m_18m,utxo_value_18m_24m,utxo_value_2y_3y,utxo_value_3y_5y,utxo_value_5y_8y,utxo_value_greater_8y,total_utxo_count,utxo_count_under_1d,utxo_count_1d_1w,utxo_count_1w_1m,utxo_count_1m_3m,utxo_count_3m_6m,utxo_count_6m_12m,utxo_count_12m_18m,utxo_count_18m_24m,utxo_count_2y_3y,utxo_count_3y_5y,utxo_count_5y_8y,utxo_count_greater_8y,total_utxo_count_filter,utxo_count_filter_under_1d,utxo_count_filter_1d_1w,utxo_count_filter_1w_1m,utxo_count_filter_1m_3m,utxo_count_filter_3m_6m,utxo_count_filter_6m_12m,utxo_count_filter_12m_18m,utxo_count_filter_18m_24m,utxo_count_filter_2y_3y,utxo_count_filter_3y_5y,utxo_count_filter_5y_8y,utxo_count_filter_greater_8y
2013-12-30,277811,2013-12-30 23:59:21,1219528980231183,15625419030756,48040802100543,153257736840593,247576278506404,90155246932394,191597740261174,63201572289376,38209010717409,126895634205738,181917833346796,63051706000000,0,8052739,97807,265937,807965,1044019,721916,2852951,1053589,378448,763313,54377,12417,0,2002829,52200,175171,446179,415937,184498,320153,130494,119700,337235,54324,12417,0
2013-12-31,277995,2013-12-31 23:45:21,1219988980231183,13534654813769,44638325346328,153635526951676,252964294537276,88759185406815,192095445526797,64089629527885,38309870447528,126944157326313,181531184346796,63486706000000,0,8066222,67365,294604,801654,1054830,726663,2852318,1056214,381580,763839,54651,12504,0,2014593,50030,179115,446133,427104,185039,320805,130216,119824,337470,54598,12504,0
2014-01-01,278200,2014-01-01 23:58:54,1220501480231183,11842940737819,37543998907216,157380132745108,257286818757757,85908169686224,194731679645446,65436336715803,38154000069398,126830043619616,181490653346796,63896706000000,0,8090764,62278,300935,798994,1072310,730244,2851301,1055742,386904,764635,54835,12586,0,2031716,47516,185999,445846,441617,185635,321776,129892,119802,337886,54776,12586,0
2014-01-02,278334,2014-01-02 23:59:25,1220836480231183,11426233538454,37816966812942,153640641667115,261528962291370,85883152815939,194392384377266,65514774321705,38395847691322,126864330368274,181081480346796,64291706000000,0,8104952,74594,290941,790773,1084460,733786,2849869,1057192,390634,764940,55098,12665,0,2043071,52870,183204,441599,452134,186043,321872,129774,120202,337871,55039,12665,0
2014-01-03,278495,2014-01-03 23:59:02,1221238980231183,17123163185767,32059027105527,151386591900067,263971515986405,86504887881390,188523045572951,70759038029122,38486984676735,126935558546423,180767461346796,64721706000000,0,8117228,74958,288017,778465,1104913,736034,2847609,1060023,393562,765589,55307,12751,0,2047850,53624,179252,438430,462964,186256,322098,129451,120303,338161,55248,12751,0
2014-01-04,278636,2014-01-04 23:59:30,1221591480231183,16921579730129,40616355858110,141983752473075,269882985111979,84148706333224,185387687861206,71584416264375,38591901466853,124925252785436,182382136346796,65166706000000,0,8130456,67293,300625,765610,1122818,733371,2848372,1061075,396842,766137,55473,12840,0,2056085,51028,185577,432933,475003,185717,321919,128966,120723,338391,55414,12840,0
2014-01-05,278829,2014-01-05 23:55:24,1222073980231183,15665613885527,45960018387499,137857645849978,270879176958544,83854485071448,185328770569161,71485670129873,38759134507348,124949753525009,181807005346796,65526706000000,0,8132648,76005,293770,754619,1119202,746261,2843942,1064041,399719,766442,55735,12912,0,2056754,58026,183012,425974,479355,185831,321082,128970,120563,338499,55676,12912,0
2014-01-06,279015,2014-01-06 23:36:52,1222538980231183,14932600233682,43511204460331,138927189514871,273669893876342,83533372940355,184704922876237,72208296462200,38709631971293,125001365549076,181523796346796,65816706000000,0,8147000,100378,262664,750922,1136081,750824,2840617,1067281,402427,766713,56123,12970,0,2049122,59067,177164,412332,487262,186425,320546,129271,120192,338480,56064,12970,0
2014-01-07,279192,2014-01-07 23:41:29,1222981480231183,13598889168938,44513424341079,138893978246010,274390107794525,83673737559076,184134669812128,72546959707007,38856014685976,124790556569648,181286436346796,66296706000000,0,8167951,84025,291594,744232,1143815,753294,2840598,1066112,407693,767081,56441,13066,0,2057766,58519,183337,409498,494702,186940,320652,129096,120190,338467,56382,13066,0
2014-01-08,279385,2014-01-08 23:49:29,1223463980231183,19146104285352,48433987972197,135685790394604,268256141443721,83641539247546,184441384999092,72466670198921,38922375891056,124865136451898,180998143346796,66606706000000,0,8201837,90504,307718,735769,1152111,759042,2840783,1066947,411403,767728,56704,13128,0,2073128,59542,190047,407144,504288,188401,321018,128875,120202,338776,56645,13128,0
2014-01-09,279592,2014-01-09 23:55:02,1223981480231183,10976739848824,56472999199917,134165089203475,270101974429089,83942739744253,184150881432342,72578680412986,38913030825629,125012859787872,180754779346796,66911706000000,0,8225011,78133,329806,736105,1160967,763638,2837430,1065947,414835,768011,56950,13189,0,2087607,55984,202316,407738,511615,188694,321167,128015,119985,338737,56891,13189,0
2014-01-10,279779,2014-01-10 23:32:04,1224448980231183,9401370370750,52023384763354,137007336529680,272455053408119,85093418059213,184154534457058,72727292564442,38928374833906,124927831849289,180693677395372,67036706000000,0,8247526,75043,334996,732708,1178034,767729,2835009,1067153,417843,768533,57264,13214,0,2102530,55863,206869,409562,521532,189399,321386,127732,119840,338988,57205,13214,0
2014-01-11,279989,2014-01-11 23:38:42,1224973980231183,11238702405640,44220017596257,143804205384169,272909553436313,85629940345028,183489017217711,73039147068918,38932797577818,124927770803957,179611122395372,67171706000000,0,8265077,77961,339135,726779,1182681,778057,2829793,1070710,420442,768717,57561,13241,0,2110421,56011,208491,407690,528579,190455,321608,127682,119648,338950,57502,13241,0
2014-01-12,280196,2014-01-12 23:59:44,1225491480231183,13351636860998,43407764951106,146365002080757,269506400735394,86205180020053,183068018090758,72877756860937,38820125376454,125088418859354,179564470395372,67236706000000,0,8285466,73730,348121,727116,1187780,784649,2827040,1073433,423572,768959,57812,13254,0,2126056,54486,213706,413042,535967,191050,321963,127486,119828,338970,57753,13254,0
2014-01-13,280365,2014-01-13 23:29:08,1225913980231183,12497174030127,42158916574471,145871342938263,271868318978626,86629820457349,183048851382586,73009179230170,38837376642502,125173815601717,179297478395372,67521706000000,0,8333874,103001,321804,737135,1210103,792044,2826503,1075994,426308,769615,58056,13311,0,2135916,52650,209324,418235,546001,192297,322545,127385,119828,339351,57997,13311,0
2014-01-14,280527,2014-01-14 23:55:22,1226318980231183,16670911594913,39664716952447,143522493333212,271910411663960,87393436784042,183523037352957,72346939250025,39607755284560,124777562619695,179050009395372,67851706000000,0,8350114,75284,341323,739887,1219589,801971,2823636,1076733,429944,770068,58302,13377,0,2142408,53376,204261,419327,556168,193253,323191,127064,119817,339447,58243,13377,0
2014-01-15,280711,2014-01-15 23:56:10,1226778980231183,15200495168795,39304204888897,143256687211402,265319584234898,96249970465004,183684938893045,72501620070811,39573032146714,124760326336245,178781414815372,68146706000000,0,8377424,81558,329754,748596,1232064,811061,2819245,1080020,432392,770684,58614,13436,0,2159357,58978,201968,419104,568980,195082,323456,127253,119595,339659,58555,13436,0
2014-01-16,280896,2014-01-16 23:54:29,1227241480231183,13081472149530,43207734200060,135104844803689,270738576892817,97427191067820,184030769255008,72237210845400,39727472972953,124696673228534,178507828815372,68481706000000,0,8392671,76773,329406,747515,1244473,783674,2850933,1082107,434307,771250,58730,13503,0,2164216,55541,201444,417575,580067,196633,323666,127300,119419,339898,58671,13503,0
2014-01-17,281048,2014-01-17 23:56:36,1227621480231183,12601382492796,46623783749356,130262355625995,257780147297092,112735951215937,183767050002940,72345956658588,39804134493203,124662330979904,178241681715372,68796706000000,0,8423811,83438,334661,751523,1251932,789096,2845519,1085569,437357,772228,58922,13566,0,2178438,54377,204897,421047,588409,198975,323940,127320,118977,340557,58863,13566,0
2014-01-18,281222,2014-01-18 23:54:45,1228056480231183,8275741844460,48820874181340,117089543874753,264706854884709,120513847683150,184542970776347,72524426210700,39843218967623,124682468092729,177984827715372,69071706000000,0,8442554,65204,343713,762635,1262609,793833,2838793,1090015,439776,773273,59082,13621,0,2192395,49539,206804,428838,597212,201323,323913,127496,118675,341283,59023,13621,0
2014-01-19,281391,2014-01-19 23:58:03,1228478980231183,8351313795074,44579611749451,109928581440344,275763085468561,121347627044163,184607164239987,72586095650873,39858464906366,124496921220992,177698408715372,69261706000000,0,8458487,63487,338048,768789,1274647,797621,2831988,1095577,441808,773650,59213,13659,0,2201539,46188,204780,434968,605666,202556,323713,127437,118056,341376,59154,13659,0
2014-01-20,281586,2014-01-20 23:49:38,1228966480231183,11737736860293,38859433472534,108843178478390,279561371860825,120725134811240,185272801466502,72632929803922,39906147392257,124394968369848,177481071715372,69551706000000,0,8492361,109866,287107,772932,1306066,800868,2828012,1095618,444837,774089,59249,13717,0,2207917,61931,188179,434547,613459,203344,324324,127469,117804,341530,59190,13717,0
2014-01-21,281752,2014-01-21 23:48:13,1229381480231183,15345805987874,32902694570547,104802561921586,283076164262920,123668923742973,185346844313555,72783802461641,39918821368982,124379386885733,177309768715372,69846706000000,0,8507884,84052,318094,771003,1312798,803738,2823345,1098254,448781,774428,59615,13776,0,2218073,62137,194275,432931,619594,204344,324638,127289,117972,341502,59556,13776,0
2014-01-22,281944,2014-01-22 23:50:46,1229861480231183,14096545879983,32679220322121,96952230019998,292876665686273,123723348469762,185157796590077,72879149342140,39400696421399,124842576783989,177106544715441,70146706000000,0,8534680,89779,321843,774436,1320534,807024,2818785,1102518,450885,775145,59895,13836,0,2237111,66468,198527,435533,626705,205135,326645,127174,117810,341817,59834,13836,0
2014-01-23,282121,2014-01-23 23:57:25,1230303980231183,12285636221140,30701354038511,99240236196689,293656770100350,124734982993861,185169519447472,72966516997304,39461586030931,124745912489444,176904759715481,70436706000000,0,8552088,84289,325533,777175,1327167,814520,2814763,1104685,454070,775924,60068,13894,0,2241427,57085,201083,439102,633461,206879,327138,127170,117649,342221,60007,13894,0
2014-01-24,282310,2014-01-24 23:45:36,1230776480231183,18176150537772,27033658913884,98062347173914,293439622345995,124837113980182,184470309206363,73142747596536,39236504815433,124769412945623,176901906715481,70706706000000,0,8576924,85410,330025,782703,1336522,817726,2808726,1107007,458038,776591,60228,13948,0,2258848,64055,205266,438929,641178,208106,327455,126685,117474,342463,60167,13948,0
2014-01-25,282475,2014-01-25 23:45:38,1231188980231183,9181596510653,36725784350288,97732698391250,293390125053893,124168376896335,185008480683217,73333960913257,39333459804022,124546216912787,176786574715481,70981706000000,0,8595162,74610,345409,784032,1342238,821536,2803334,1111344,461088,777123,60445,14003,0,2268865,55031,215710,440450,647864,209521,328087,126651,117432,342638,60384,14003,0
2014-01-26,282627,2014-01-26 23:40:40,1231568980231183,9190892256954,36708439574729,96908181641933,294369362167588,124089558493745,185063077990153,73182423319833,39676123867809,123961662202958,177157552715481,71261706000000,0,8612134,72737,353703,780690,1349475,826730,2795226,1116840,464367,777651,60656,14059,0,2279886,53826,222212,439707,653963,211042,328458,126455,117542,342823,60595,14059,0
2014-01-27,282801,2014-01-27 23:48:02,1232003980231183,17184455607895,32576731372539,91341145498899,295948422943155,122563407890082,181192397388566,79025284962699,39627183183662,123995221668205,177008023715481,71541706000000,0,8659523,109718,320533,792132,1374865,831260,2788203,1122322,467189,778218,60968,14115,0,2294234,60994,217396,444543,660158,212373,329115,126384,117480,342988,60907,14115,0
2014-01-28,282955,2014-01-28 23:57:02,1232388980231183,14123714998108,34439740757729,90347850590159,294022134387593,126676372169462,180184210307253,80328594939637,39413370234802,124213817130959,176812468715481,71826706000000,0,8680073,86749,343050,798897,1379712,836811,2781001,1127552,472156,778655,61318,14172,0,2306483,64991,213848,448967,666189,213996,330028,126190,117371,343097,61257,14172,0
2014-01-29,283107,2014-01-29 23:51:50,1232768980231183,13520805238225,35543954805337,91127158432200,292377896006064,126644490335899,180728216224356,80574211705250,39351617417744,124095002250627,176668921815481,72136706000000,0,8705387,81080,347455,813550,1382576,843008,2775171,1132162,475389,779086,61676,14234,0,2325354,61234,219162,458782,672225,216276,330747,126279,117358,343102,61614,14234,0
2014-01-30,283283,2014-01-30 23:42:58,1233208980231183,15037616127074,36102455236758,90876070571472,288452942374649,128000813988550,181580226888302,80786913394433,39368008264829,123965153818272,176692073566844,72346706000000,0,8733411,85373,344617,822568,1392433,845764,2771254,1137462,478058,779552,62054,14276,0,2338220,58873,222454,463318,678628,218709,331182,126342,117238,343197,61990,14276,0
2014-01-31,283467,2014-01-31 23:59:34,1233668980231183,10576362007956,34824665954258,93464922639884,288880235940327,131065976678954,181175855868885,81198082740396,39408002317315,123827073279233,176551096803975,72696706000000,0,8764365,82856,352132,828332,1401995,853488,2762604,1144239,481857,780049,62467,14346,0,2357304,60090,224365,470204,686417,221818,331473,126154,117212,343335,62400,14346,0
2014-02-01,283656,2014-02-01 23:43:04,1234141480231183,10084524073291,37199895366192,88914649089369,289211480377303,133996069809882,181071852899282,81145877197904,39484972583457,123659219119694,176366233714809,73006706000000,0,8793683,78324,364033,835386,1401566,866354,2756423,1149670,484180,780405,62934,14408,0,2377161,58468,233190,474788,691710,225659,331831,126067,117189,343347,62865,14408,0
2014-02-02,283842,2014-02-02 23:56:14,1234606480231183,8443711870643,39030837235020,86523459221839,289255745844431,136272976274741,181249302824903,81296598390054,39506501040237,123449916198599,176435725330716,73141706000000,0,8807110,73433,366233,834573,1405701,878319,2750377,1152943,486945,780739,63412,14435,0,2388762,55582,235452,473998,701229,228656,332364,126191,117209,343263,63343,14435,0
2014-02-03,284023,2014-02-03 23:32:00,1235058980231183,8878049790443,33198397445090,89020781060391,289641317598549,138337573066244,181871331380643,79606891667853,41422235625518,123295246937940,176345449658512,73441706000000,0,8848975,102401,326267,847390,1431569,890204,2744367,1157806,489604,781155,63717,14495,0,2398132,57652,225280,477979,711532,232153,332970,126194,117381,343375,63648,14495,0
2014-02-04,284195,2014-02-04 23:55:57,1235488980231183,15553867456461,28294590001980,88378531504628,287000462253724,139904777912583,181755407325180,79354789504621,42131182892880,123117955853124,176255709526002,73741706000000,0,8872903,87769,341426,849378,1439485,899763,2740489,1161922,492565,781460,64091,14555,0,2413804,63586,218539,483803,718910,235504,333333,126270,117519,343207,64021,14555,0
2014-02-05,284363,2014-02-05 23:57:01,1235908980231183,30959802129441,33948468346939,84442257226861,282609877366854,141719458835988,179042480948924,79878162662443,42168550978886,116908786226541,170254429508306,73976706000000,0,8896345,90532,344558,836872,1456862,907403,2736416,1166812,495797,782097,64394,14602,0,2430067,67474,219242,483917,727424,238641,334160,126417,117646,343318,64324,14602,0
2014-02-06,284545,2014-02-06 23:53:15,1236363980231183,17615474206053,46119065475970,86313867150422,278576302866149,146079629655221,178549233211619,80179715939762,42186718841823,116864240582799,169643026301365,74236706000000,0,8922036,89402,346509,842348,1462049,916468,2732241,1170979,499985,782643,64758,14654,0,2443860,63478,224229,486552,733320,242871,334599,126225,118049,343334,64688,14654,0
2014-02-07,284700,2014-02-07 23:54:54,1236751480231183,16796783132022,53696894477760,84323520991872,271549223804942,148417774629952,178206816361563,80860617720422,42067479763623,116771230211401,169559433137626,74501706000000,0,8934092,83503,349976,844054,1465540,923682,2727049,1173824,503670,782973,65114,14707,0,2450237,60445,224745,486252,738567,246342,334658,126133,118351,343249,65044,14707,0
2014-02-08,284882,2014-02-08 23:58:30,1237206480231183,11515760477501,60666817805495,82900386360156,268831219373014,150269629095732,178446809788095,80951785941064,42618237199721,116793853338172,169425274852233,74786706000000,0,8962706,85311,355629,843553,1473520,933937,2723059,1177523,506555,783357,65498,14764,0,2473935,66079,227844,488300,748216,250319,334984,126083,118655,343128,65427,14764,0
2014-02-09,285020,2014-02-09 23:32:02,1237551480231183,9958424193076,62770212439737,78469592712246,270901813325482,152469280954964,178109599528028,81241415614409,42524844110009,116729237122857,169330354230375,75046706000000,0,8986209,77486,365600,844801,1483867,938842,2715049,1186105,509855,783935,65853,14816,0,2487300,55271,236961,490775,757025,254890,334965,125893,118807,343207,65778,14816,0
2014-02-10,285176,2014-02-10 23:52:36,1237941480231183,19440628625811,59887614636824,74993795650582,265017358571468,155279993966788,178037480663746,81551618167588,42494676274317,116032813913033,169878793761026,75326706000000,0,9029166,108422,340355,842146,1510739,948718,2707800,1193061,512396,784250,66407,14872,0,2499138,62034,233145,492150,758917,260786,335203,125978,118785,343111,66329,14872,0
2014-02-11,285340,2014-02-11 23:53:18,1238351480231183,16999087539729,61646422173938,74599032281509,261320584689236,159849016207023,178493684935911,81461069033706,42783246117757,115092725852372,170529905400002,75576706000000,0,9042833,84475,358386,847240,1508191,961167,2701676,1199733,515347,784912,66784,14922,0,2512255,65638,229190,497289,758974,269178,335717,125832,118920,343260,66706,14922,0
2014-02-12,285518,2014-02-12 23:55:57,1238796480231183,15205144526193,52277043408914,84499921814376,258658907919251,164289292695826,177721593470278,81822657735559,42911306481007,115001534229057,170557371950722,75851706000000,0,8986882,82465,347840,822536,1477819,967275,2696331,1205972,519049,785404,67214,14977,0,2453590,62235,222248,473591,731675,271871,335297,125972,119028,343290,67136,14977,0
2014-02-13,285696,2014-02-13 23:51:44,1239241480231183,11000477577965,48864971806251,89269334719030,258799879892692,167256459840453,177597617645631,82017062352823,42993951513777,114674061643246,170650957239315,76116706000000,0,8994454,81701,344310,824168,1471581,980424,2689391,1210240,523999,785951,67659,15030,0,2460244,62608,223317,472466,729529,276534,335300,125898,119272,343387,67567,15030,0
2014-02-14,285887,2014-02-14 23:32:02,1239718980231183,11990015329888,46262637904711,89752059569247,255980420800239,171527898582626,177651926162585,82126557747408,43052813140983,114254982215375,170742962778121,76376706000000,0,9005217,90604,339708,813759,1469660,994255,2682795,1213021,531757,785976,68600,15082,0,2462626,67149,222390,465648,729026,282115,335624,125730,119354,343432,68046,15082,0
2014-02-15,286074,2014-02-15 23:58:19,1240186480231183,10178495390858,46784199479225,92247443771453,248264643810828,177448006251605,178597549200266,81970122870801,43330234318551,114080390486245,170638688651351,76646706000000,0,9022709,77289,348903,827030,1462737,1003936,2675346,1220362,536429,786206,69335,15136,0,2475424,59512,227732,476431,728221,286737,336798,125797,119467,343198,68780,15136,0
2014-02-16,286269,2014-02-16 23:52:05,1240673980231183,12349750824225,46499413685649,91913872623382,245923007835400,178644754483288,178417114109826,82206111061928,43359215184005,113935086059429,170518948364051,76906706000000,0,9042517,77412,347553,835042,1463293,1011210,2672414,1222871,541353,786199,69982,15188,0,2487393,57805,230983,480866,730746,290994,337382,126073,119560,342968,69424,15188,0
2014-02-17,286424,2014-02-17 23:51:08,1241061480231183,10711918456257,40399257924695,99544831877066,241158687395620,183319495651629,178421842917555,82612297913625,43312078889360,113773984139288,170630379066088,77176706000000,0,9082849,111950,315164,830412,1490023,1021041,2670429,1217583,553740,784787,72478,15242,0,2491085,60661,224744,475541,735364,296125,338289,126276,119506,341108,71915,15242,0
2014-02-18,286587,2014-02-18 23:40:55,1241468980231183,15526296904941,35439028762372,103599549377198,218590392576231,202752701026967,178659102995321,81681703463176,43448670779393,112631334294271,171683494051313,77456706000000,0,9099648,85410,343119,828493,1489317,1034138,2666727,1222497,556384,784321,73944,15298,0,2502746,63991,222253,477431,737645,302104,338594,126603,119382,340190,73376,15298,0
2014-02-19,286787,2014-02-19 23:38:33,1241968980231183,14027340298985,36547648615318,104450035357774,213654552508169,206785442643878,178181122052873,82867827801822,43485028987835,112707973886373,171625302078156,77636706000000,0,9119483,86817,341326,826864,1494854,1046940,2660544,1227467,560072,783585,75680,15334,0,2514585,64940,220044,477764,742339,311355,338241,126891,119083,338937,75107,15334,0
2014-02-20,286964,2014-02-20 23:51:47,1242411480231183,12015522126754,39877121372415,104442302882942,209017074475188,210611434332900,177187270617740,83827700639070,43327830094792,112789793727942,171398723961440,77916706000000,0,9143675,87750,346598,824956,1491887,1064948,2653405,1234647,564058,782226,77810,15390,0,2530917,66392,222801,481882,738973,322973,338023,127420,119080,337215,77229,15390,0
2014-02-21,287116,2014-02-21 23:25:36,1242791480231183,10267522595833,40257384257815,104471057956931,206539187272790,214966385139234,174752582369966,85982451893527,43270809345291,112594237929714,171598155470082,78091706000000,0,9169569,86644,347478,831749,1489131,1081665,2646131,1241735,568677,781598,79336,15425,0,2548467,66795,224987,486845,738759,334125,337692,128414,119103,336113,78752,15425,0
2014-02-22,287297,2014-02-22 23:57:56,1243243980231183,10058229216844,39716563136060,105586461505530,204703894008985,216574641293316,174283659806603,86546501744326,43460269196616,112372742322484,171849312000419,78091706000000,0,9194970,79674,357911,835056,1483116,1101316,2636964,1250046,573627,781755,80080,15425,0,2565129,60586,233132,491905,740049,343937,337571,128900,119149,335926,79496,15425,0
2014-02-23,287464,2014-02-23 23:57:23,1243661480231183,10978164225041,36746026928099,109097957564236,201478868812992,218934553562084,173734396985209,86826140848121,43563987226097,112121149687706,171853528391598,78326706000000,0,9217269,78565,360248,838180,1483866,1113379,2629562,1255558,579798,781562,81079,15472,0,2576390,56461,235286,494940,741491,353100,337236,129219,119289,335340,80485,15472,0
2014-02-24,287655,2014-02-24 23:48:34,1244138980231183,20227856218375,34479873596995,105220665835703,196565343068443,220534465265376,172970401512032,88197670478725,43658359106965,111958852309477,171743772839092,78581720000000,0,9269201,116406,327574,842369,1505325,1130166,2620397,1261653,586359,781192,82237,15523,0,2592539,67647,230358,495303,744076,360748,337220,129637,119391,334647,81643,15523,0
2014-02-25,287816,2014-02-25 23:42:48,1244541480231183,27102511542082,35410501691233,105774459772029,189721899083152,219698614373237,172182072677450,88732620164174,43775818584547,111108161455700,172133100887579,78901720000000,0,9288864,95536,356399,838099,1503690,1143335,2607238,1271907,593020,780112,83941,15587,0,2605972,73127,232842,492686,744751,368421,336599,129978,119253,333247,83331,15587,0
2014-02-26,288001,2014-02-26 23:55:42,1245003980231183,18969100932820,42977185672874,106065550587888,187648753196318,221912308051287,171637305104197,89809786829991,43857474346960,110727326325470,172307469183378,79091720000000,0,9306695,97303,353081,840322,1501262,1156616,2599886,1278376,599131,778777,86316,15625,0,2616450,73989,231392,493911,744897,377505,336947,130499,119403,331324,85702,15625,0
2014-02-27,288188,2014-02-27 23:43:08,1245471480231183,17302049499177,47679541325715,101397556195978,186319614026654,224950109058234,171017037795728,90537029211783,44144398635990,110369040267839,172388384214085,79366720000000,0,9340109,103403,359049,840424,1503438,1170084,2588115,1288590,604296,779674,87356,15680,0,2634020,72964,236366,497979,746779,385493,336901,131566,119353,330793,86737,15680,0
2014-02-28,288369,2014-02-28 23:50:26,1245923980231183,15133229965160,52681822743378,101890851618463,183793737662632,226242576082708,170450600423924,88991708751118,44621695167643,109808046977911,172682990838246,79626720000000,0,9331811,89449,368456,835575,1487335,1181476,2577666,1295513,612652,779803,88154,15732,0,2642968,65770,238525,499932,748804,393433,336863,132483,119263,330439,87526,15732,0
2014-03-01,288513,2014-03-01 23:56:22,1246283980231183,16387855815554,56952089604593,99951493761297,179464308729714,228130394113600,168257211042691,90855454235774,44831011943154,109723904838165,171993536146641,79736720000000,0,9351812,86282,374240,836080,1485368,1195994,2569783,1302595,616703,779522,89491,15754,0,2657243,62188,241857,501450,752356,402477,336915,133085,119287,329686,88851,15754,0
2014-03-02,288653,2014-03-02 23:34:32,1246633980231183,15902286038404,59050747488206,99707004348025,176566638255502,230177027544431,167262166057536,91513800475672,44954824434461,108778460464114,172984305124832,79736720000000,0,9374237,86842,374692,839811,1487517,1207530,2557014,1311685,623613,779147,90632,15754,0,2670356,59792,243815,502531,757868,408942,336768,133701,119204,328927,89990,15754,0
2014-03-03,288801,2014-03-03 23:58:32,1247003980231183,20374607171677,57709674231810,100771965050013,171370812126026,232038858553913,165768773088105,92490818043485,44746681821623,108944503171209,172770566973322,80016720000000,0,9412395,130535,337197,837224,1496905,1227567,2535610,1332441,628407,778270,92429,15810,0,2678928,78447,231037,497709,755871,417962,336038,134613,119190,327703,91771,15810,0
2014-03-04,288950,2014-03-04 23:57:56,1247376480231183,24237355127821,52734960347750,101921516701495,169975082914690,233553369761386,164694593193007,93177724383330,45273906677861,107918842445376,173772408678467,80116720000000,0,9421963,106149,365247,828308,1495609,1239596,2511419,1353431,634609,777718,94047,15830,0,2679797,74462,233888,491961,755087,426083,335129,135864,119122,326628,93386,15830,0
2014-03-05,289106,2014-03-05 23:51:34,1247766480231183,18926749404338,59922757840499,91529634416429,178347474902194,234602462523579,162549747237647,94866590246551,45038876163084,107818148259908,174032319236954,80131720000000,0,9433285,91621,371926,829242,1497002,1250895,2486018,1376662,641371,777460,95255,15833,0,2683055,66530,234440,493039,756553,433646,333980,137336,119156,325983,94567,15833,0
2014-03-06,289279,2014-03-06 23:56:40,1248198980231183,14418874691063,62779219297745,87469176152769,182689926676916,234032186097877,163306109059519,96485394019897,44952545505948,107698982046354,174234346683095,80132220000000,0,9454784,96005,364938,835558,1501681,1258476,2464060,1396821,647751,777336,96324,15834,0,2695210,68817,232540,496676,760346,439569,332637,138832,118873,325393,95631,15834,0
2014-03-07,289445,2014-03-07 23:57:50,1248613980231183,32181516353425,62855310903880,89848777428081,181636624160446,235343237838355,162446664534378,97281091455598,44918936213887,85727299329134,176242302013999,80132220000000,0,9474551,89581,376220,834244,1498621,1269494,2448803,1414904,651786,777345,97719,15834,0,2709810,64453,242249,498476,761234,446903,331876,140239,118649,324583,97014,15834,0
2014-03-08,289613,2014-03-08 23:54:10,1249033980231183,29310751764869,61400056761329,94219872645816,182532187928571,234271682749597,161115576958996,98945679791806,45092856462324,85617290512954,176395804654921,80132220000000,0,9503404,85174,387496,833659,1505473,1276689,2429929,1434779,658084,776385,99902,15834,0,2731263,62913,250570,497678,769302,454030,330934,141689,118600,323133,99177,15834,0
2014-03-09,289792,2014-03-09 23:41:58,1249481480231183,34753251546972,62192137812603,98794455048241,182374630865367,234881956043322,160416157224227,99466902883797,44846177699398,75100369555075,176523221552181,80132220000000,0,9539915,96584,388463,837538,1510249,1283313,2410238,1456694,663534,776112,101356,15834,0,2749583,64181,254220,500687,773260,460821,330312,142924,118464,322336,100622,15834,0
2014-03-10,289941,2014-03-10 23:58:24,1249853980231183,35685785141282,56778308141453,100018321282020,184831798849163,237135479072929,159466254894118,100447256239247,44802774485075,75053392665791,175502389460105,80132220000000,0,9579332,118205,356385,843413,1524384,1304093,2377803,1491789,668478,775595,103353,15834,0,2752868,65271,239700,505067,776671,468699,329635,144676,118237,321119,102610,15834,0
2014-03-11,290109,2014-03-11 23:35:36,1250273980231183,24823170969852,57965450629435,107559380741610,186045625963322,238274042449965,151243281967429,108985769075280,44949923257931,74926145910472,175093969265887,80407220000000,0,9600538,97514,367789,855828,1521979,1317716,2362310,1507714,673693,775511,104595,15889,0,2761129,66777,230575,509041,778289,477991,328107,147179,118215,320519,103846,15889,0
2014-03-12,290291,2014-03-12 23:59:12,1250728980231183,43959506945813,37398919829776,112626518180028,180972725611309,240297563982709,148799668213375,111100179334944,45032148778764,74272946874700,175561582479765,80707220000000,0,9618236,98048,364973,856625,1520673,1328491,2343660,1528772,679999,774500,106546,15949,0,2767140,68825,224423,509067,778523,488674,326121,150175,118227,319106,105764,15949,0
2014-03-13,290453,2014-03-13 23:55:05,1251133980231183,33489017971306,46384579919351,115196395631051,173634184280836,246699124487852,147225150128587,112793272494365,45117566365245,73168335099041,176434133853549,80992220000000,0,9644278,101359,361993,865225,1519116,1338013,2318964,1558117,683516,772795,109174,16006,0,2778131,64612,221544,514597,780319,497319,324196,153228,118283,316957,108379,16006,0
2014-03-14,290586,2014-03-14 23:57:12,1251466480231183,25847103245583,52891770339807,115424761447572,172847788774966,248463689368092,145980680609444,114175694605223,45182376209702,72457224033355,176963171597439,81232220000000,0,9630053,88863,362161,854850,1516449,1341078,2301377,1579872,686466,771452,111431,16054,0,2760096,58442,213768,507021,775475,503994,322218,156063,118243,315252,110624,16054,0
